time,open,high,low,close,tick_volume,spread,real_volume,SMA_50,SMA_200,EMA_50,EMA_200,EMA_9,EMA_21,SMA_20,Upper Band,Lower Band,Lower Band Scalping,Middle Band Scalping,Upper Band Scalping,MACD,Signal_Line,RSI_9,RSI_5 Scalping,Stoch_%K,Stoch_%D
2023-01-02 00:00:00,1.06994,1.07073,1.06885,1.06945,1875,41,0,1.0633344,1.05019065,1.0637113121526585,1.0479901602887713,1.0677054577055238,1.0659257421326078,1.0654179999999998,1.0705087626170449,1.0603272373829546,1.0631810658067344,1.0667525,1.0703239341932655,0.001668794845087751,0.001175806156299658,63.26,64.56,89.69740911308334,82.97120689571608
2023-01-02 04:00:00,1.06944,1.07031,1.0686,1.06934,1730,2,0,1.0635056,1.05037225,1.063932045009417,1.0482025965048036,1.068032366164419,1.0662361292114617,1.0656979999999998,1.071000409265901,1.0603955907340987,1.0641927689872308,1.0673258333333333,1.0704588976794358,0.0017220053668134394,0.0012850459984024144,62.67,63.4,83.76305680975821,86.04478325705662
2023-01-02 08:00:00,1.06939,1.06991,1.0663,1.06785,8098,2,0,1.063652,1.0505518,1.0640856903031652,1.0483980930569947,1.0679958929315354,1.0663828447376924,1.0658805,1.0712152670073882,1.0605457329926118,1.0644712215908074,1.0675116666666666,1.0705521117425258,0.00162521013036665,0.0013530788247952618,54.79,48.57,76.58732266633545,83.34926286305908
2023-01-02 12:00:00,1.06785,1.06897,1.06741,1.06784,4058,2,0,1.0638358,1.05072505,1.0642329181344137,1.048591544867373,1.0679647143452282,1.0665153133979022,1.0660425,1.0714085744518804,1.0606764255481196,1.0648071737775184,1.0677075,1.0706078262224816,0.0015300547726906366,0.0013884740143743368,54.74,48.47,71.06904962942076,77.13980970183822
2023-01-02 16:00:00,1.06783,1.06819,1.06512,1.066,5092,2,0,1.0638817999999999,1.0508547,1.064302215462476,1.0487647633264043,1.0675717714761825,1.0664684667253657,1.066158,1.0714148910986558,1.060901108901344,1.0645517915042304,1.067525,1.0704982084957697,0.0012912857058766658,0.0013690363526748027,45.76,33.42,55.635149765427876,67.76384068706145
2023-01-02 20:00:00,1.066,1.067,1.06503,1.0659,2892,2,0,1.0639686,1.0509650000000001,1.0643648736796338,1.0489352631938034,1.0672374171809462,1.0664167879321507,1.0662445,1.0714240616632231,1.061064938336777,1.0645160568154766,1.0675083333333333,1.07050060985119,0.0010815232095879868,0.0013115337240574396,45.31,32.73,43.46143653013393,56.72187864166094
2023-01-03 00:00:00,1.06648,1.06832,1.06502,1.06599,11680,2,0,1.0640584,1.0511025500000002,1.0644286041235698,1.049104962067497,1.066987933744757,1.0663779890292278,1.0663995,1.071348659425916,1.0614503405740838,1.0645054757634484,1.0675033333333335,1.0705011909032185,0.0009120338098222991,0.0012316337412104116,45.85,34.26,31.06190375852522,43.38616335136243
2023-01-03 04:00:00,1.06598,1.06803,1.06576,1.06636,11628,2,0,1.064128,1.0512603,1.0645043451383316,1.0492766539872234,1.0668623469958056,1.0663763536629343,1.066655,1.0710058504942301,1.0623041495057697,1.064977563497217,1.0676733333333333,1.0703691031694496,0.0007983650913756524,0.0011449800112434598,48.24,41.13,30.691341755913186,35.0715606815242
2023-01-03 08:00:00,1.06636,1.06677,1.05339,1.05476,25528,2,0,1.0639836,1.05136225,1.0641222139564361,1.049331214644067,1.0644418775966444,1.0653203215117584,1.0662534999999997,1.0728562002826971,1.0596507997173024,1.0607961722209818,1.0667816666666667,1.0727671611123517,-0.00022514589990163536,0.0008709548290144408,18.9,8.07,23.387274295595404,28.380173270011355
2023-01-03 12:00:00,1.05478,1.05698,1.05194,1.05603,21499,2,0,1.0638692,1.0514556,1.0638048722326543,1.049397869224723,1.0627595020773155,1.0644757468288712,1.065932,1.0737555582712166,1.0581084417287836,1.0584181317386667,1.0658791666666667,1.0733402015946667,-0.0009231656691370826,0.0005121307293841362,24.55,17.18,20.831718509668068,24.970111520392305
2023-01-03 16:00:00,1.05602,1.05973,1.05372,1.05463,29485,2,0,1.0637326,1.05151885,1.06344507332157,1.0494499302274622,1.0611336016618524,1.0635806789353375,1.0653825000000001,1.0746306260276395,1.0561343739723608,1.0561335728345738,1.0645116666666665,1.0728897604987593,-0.0015712077599154828,9.546303152421239e-05,22.6,15.12,14.215890199006303,19.47829433475668
2023-01-03 20:00:00,1.05462,1.05686,1.0543,1.0548,11705,2,0,1.0635712000000002,1.05159735,1.0631060508383712,1.0495031647525621,1.059866881329482,1.0627824353957613,1.064848,1.0751814710539627,1.0545145289460374,1.054377673028238,1.0632458333333332,1.0721139936384285,-0.00204746628961483,-0.0003331228327035961,23.43,16.64,16.589227327481876,17.212278678718835
2023-01-04 00:00:00,1.05469,1.05696,1.05404,1.05668,12174,2,0,1.063504,1.0516889,1.0628540488447096,1.0495745760485566,1.0592295050635856,1.0622276685416012,1.0642725,1.0750690399560723,1.0534759600439276,1.0534088553293939,1.0621816666666666,1.0709544780039393,-0.002247298855166946,-0.0007159580371962661,32.46,33.18,17.707795560144145,16.170971028877528
2023-01-04 04:00:00,1.05667,1.0578400000000001,1.05614,1.05692,8274,2,0,1.063431,1.05177765,1.0626213410468779,1.0496476648440936,1.0587676040508684,1.0617451532196376,1.0638135,1.0750325218389594,1.0525944781610406,1.0527719965233482,1.0611466666666667,1.0695213368099852,-0.0023591072885180697,-0.001044587887460627,33.59,35.23,21.913130380078584,18.73671775590162
2023-01-04 08:00:00,1.05693,1.06354,1.05596,1.06107,26086,2,0,1.0633936,1.05189435,1.0625605041430788,1.0497613199202718,1.0592280832406948,1.061683775654216,1.0635645,1.0747949683349824,1.0523340316650176,1.052771884738892,1.0605816666666668,1.0683914485944415,-0.0020887679438383877,-0.001253423898736179,49.84,61.06,33.558296423829965,24.39307412135098
2023-01-04 12:00:00,1.06108,1.06243,1.05949,1.06106,18640,2,0,1.0633346000000001,1.05200955,1.0625016608433502,1.049873744597682,1.0595944665925559,1.0616270687765599,1.0634015,1.0746779130388628,1.0521250869611374,1.0529146106256735,1.0600166666666666,1.0671187227076597,-0.0018539577114671246,-0.0013735306612823683,49.81,60.99,42.31843672535336,32.59662117642072
2023-01-04 16:00:00,1.06106,1.06282,1.05812,1.06074,31866,2,0,1.0632565999999999,1.0521314,1.0624325761043953,1.0499818665419836,1.0598235732740449,1.061546426160509,1.0631655,1.0744572642121604,1.0518737357878396,1.0529910392181894,1.0595783333333333,1.0661656274484772,-0.0016743889230115272,-0.0014337023136282,48.65,58.2,50.70845607052581,42.19506307323646
2023-01-04 20:00:00,1.06072,1.06127,1.0585,1.06049,18220,2,0,1.0632442,1.05227765,1.062356396649321,1.0500864250838544,1.0599568586192358,1.0614503874186445,1.062847,1.0740630583104323,1.051630941689568,1.0531611093660476,1.0591275,1.0650938906339524,-0.0015345627904834735,-0.001453874408999255,47.67,55.71,51.540857202328226,48.189249999402556
2023-01-05 00:00:00,1.06027,1.06312,1.05998,1.06204,9805,2,0,1.0633164,1.05241275,1.062343988937583,1.0502053661277961,1.0603734868953887,1.061503988562404,1.062397,1.0729655932849647,1.0518284067150354,1.0534960301772114,1.0587983333333333,1.0641006364894552,-0.0012838777830554982,-0.0014198750838105038,54.1,66.74,55.17729372691207,52.47553566658879
2023-01-05 04:00:00,1.06202,1.06202,1.06016,1.06105,9222,2,0,1.0633434,1.05253485,1.0622932442733641,1.0503132729324949,1.060508789516311,1.0614627168749127,1.06195,1.0719363947460023,1.0519636052539976,1.0541245859171537,1.0583558333333334,1.062587080749513,-0.0011518154235830025,-0.0013662631517650037,49.71,55.67,56.491656491656634,54.40326914029907
2023-01-05 08:00:00,1.06109,1.06289,1.05902,1.06232,19884,2,0,1.0633862,1.05266265,1.062294293517546,1.0504327428535647,1.0608710316130487,1.061540651704466,1.0615935,1.070974176469369,1.0522128235306312,1.0547986454707077,1.0589858333333333,1.063173021195959,-0.0009339111200237227,-0.0012797927454167475,54.98,64.98,60.596428868647685,57.42179302907221
2023-01-05 12:00:00,1.06234,1.06261,1.05512,1.05522,21148,2,0,1.0632836,1.05275285,1.062016870242348,1.0504803772530316,1.059740825290439,1.06096604700406,1.0608875000000002,1.0699498393791531,1.0518251606208473,1.0546121582603227,1.0589183333333334,1.063224508406344,-0.0013189272796849671,-0.0012876196522703916,33.14,26.33,47.415351560800055,54.83447897370154
2023-01-05 16:00:00,1.05522,1.05677,1.0515,1.053,29019,2,0,1.0631241999999999,1.052827,1.0616632674877462,1.0505054481261358,1.0583926602323512,1.0602418609127817,1.060145,1.0692371955556903,1.0510528044443095,1.0541326567556615,1.0587825000000002,1.0634323432443389,-0.001782641623810921,-0.0013866240465784975,29.08,21.36,33.02930694219682,47.01369579054827
2023-01-05 20:00:00,1.05302,1.05431,1.05156,1.05203,14614,2,0,1.0629491999999998,1.0529049499999998,1.0612854922921482,1.0505206177965225,1.057120128185881,1.0594953281025288,1.0593545,1.0683820411393627,1.0503269588606372,1.0533481444211654,1.0585516666666666,1.0637551889121677,-0.0022030144960027975,-0.0015499021364633575,27.42,19.36,12.992598284432239,31.145752262476453
2023-01-06 00:00:00,1.05219,1.05327,1.05185,1.0525,6956,2,0,1.0627588000000001,1.0530008499999999,1.0609409631826523,1.050540313141831,1.056196102548705,1.058859389184117,1.0586795,1.0676370833249187,1.0497219166750813,1.0524575914308956,1.0582033333333334,1.0639490752357712,-0.0024697680056002813,-0.0017338753102907425,29.61,23.68,8.38870431893604,18.136869848521783
2023-01-06 04:00:00,1.05251,1.05365,1.05106,1.05144,8431,2,0,1.062554,1.0530982,1.060568376391176,1.0505492652498725,1.055244882038964,1.058184899258288,1.0579565,1.0667997081861074,1.0491132918138926,1.0513582181062229,1.0577466666666666,1.0641351152271104,-0.0027351758207483368,-0.0019341354123822614,27.51,20.58,5.250837663627469,8.877380088998668
2023-01-06 08:00:00,1.05148,1.0531,1.04967,1.05072,17521,2,0,1.0622643999999999,1.0531959499999999,1.0601821655523065,1.0505509641031077,1.0543399056311713,1.057506272052989,1.057193,1.0657625136398052,1.0486234863601949,1.0500778999074993,1.0568841666666666,1.063690433425834,-0.0029693822192744523,-0.0021411847737606996,26.1,18.51,6.3069384124733645,6.64882679834571
2023-01-06 12:00:00,1.05071,1.0545,1.04819,1.05425,23984,2,0,1.0620384,1.053326,1.0599495316090788,1.0505877704304398,1.0543219245049371,1.057210247320899,1.0565875,1.0641304115746364,1.0490445884253636,1.0497112049107065,1.0563166666666668,1.0629221284226271,-0.002837442705649229,-0.0022804363601384055,42.41,49.52,16.697998252817538,9.418591442972875
2023-01-06 16:00:00,1.05424,1.0638,1.05009,1.06376,38365,2,0,1.0619927999999998,1.0535314,1.0600989617420562,1.0507188373913312,1.0562095396039497,1.0578056793826356,1.0570375,1.0651434555280548,1.0489315444719454,1.0494824940210532,1.056568333333333,1.063654172645613,-0.0019431032837988749,-0.0022129697448704994,65.49,77.87,48.93095898914188,23.978631884811012
2023-01-06 20:00:00,1.06375,1.0648,1.06296,1.0642800000000001,12080,2,0,1.0620234000000002,1.0537256,1.0602629240266814,1.050853774332711,1.05782363168316,1.0583942539842142,1.0574499999999998,1.0661283431611577,1.0487716568388419,1.0492518919600704,1.0568841666666666,1.0645164413732628,-0.0011787848959241565,-0.002006132775081231,66.33,78.69,78.69731239172029,48.10875654455998
2023-01-09 00:00:00,1.06401,1.06722,1.06356,1.06666,9477,2,0,1.0620818,1.05394265,1.0605137897511252,1.0510110502099976,1.059590905346528,1.0591456854401946,1.0580515,1.0674982333519496,1.0486047666480502,1.0488517640270787,1.0572691666666667,1.0656865693062547,-0.00037666895219401475,-0.0016802400105037877,70.04,82.41,97.89012926524349,75.17280021536864
2023-01-09 04:00:00,1.06667,1.06829,1.06662,1.06771,8966,2,0,1.0621611999999998,1.05416175,1.0607959940746106,1.0511772089143758,1.0612147242772223,1.0599242594910858,1.058697,1.0689007720487504,1.0484932279512496,1.048447657870908,1.0578241666666666,1.067200675462425,0.00033982267269050404,-0.0012762274738649293,71.59,83.95,97.01368721752779,91.20037629149726
2023-01-09 08:00:00,1.06772,1.06996,1.066,1.06721,19722,2,0,1.0622213999999999,1.05436755,1.0610475237187433,1.0513367391739343,1.062413779421778,1.0605865995373507,1.0592234999999999,1.0700257558302828,1.048421244169717,1.0482180237851062,1.0582316666666667,1.0682453095482272,0.0008574178469142879,-0.0008494984097090858,69.66,79.78,93.84654779051283,96.25012142442813
2023-01-09 12:00:00,1.06723,1.0731600000000001,1.06614,1.0725,18223,2,0,1.0623794,1.0546033,1.0614966404356554,1.0515473188836466,1.0644310235374226,1.061669635943046,1.0600025,1.072186638665614,1.0478183613343859,1.0481791019503204,1.0596716666666668,1.0711642313830132,0.0016751642900023622,-0.0003445658697667963,77.04,87.8,93.94639786107928,94.9355442897067
2023-01-09 16:00:00,1.07252,1.07606,1.07116,1.07501,25481,2,0,1.0626057999999998,1.05484405,1.0620265761048455,1.0517807783972422,1.0665468188299383,1.0628823963118599,1.0606995,1.0745316039261184,1.0468673960738815,1.0488458208058167,1.0615058333333334,1.07416584586085,0.0024969865540740432,0.00022374461500137156,79.69,90.12,93.65242459857949,93.81512341672395
2023-01-09 20:00:00,1.07503,1.0754,1.0729899999999999,1.07335,13556,2,0,1.0627894,1.0550806,1.0624706319438713,1.0519953975176677,1.0679074550639507,1.0638339966471453,1.0613139999999999,1.0762068740014463,1.0464211259985534,1.0505294178354072,1.0632825,1.0760355821645926,0.002979987056648037,0.0007749931033307047,73.4,77.87,94.62187300277607,94.07356515414502
2023-01-10 00:00:00,1.07281,1.07399,1.07206,1.07362,9150,2,0,1.063004,1.0553008,1.0629078620637193,1.0522105676916211,1.0690499640511606,1.0647236333155865,1.061958,1.077780780540189,1.0461352194598108,1.0526364811100888,1.0650425,1.077448518889911,0.003345984748902131,0.00128919143244499,73.78,78.46,92.58461906470524,93.61963888868702
2023-01-10 04:00:00,1.07365,1.0744,1.07213,1.07426,11450,2,0,1.0632641999999999,1.05552105,1.0633530439435734,1.0524299650280229,1.0700919712409285,1.0655905757414423,1.0626465,1.0793288586768484,1.0459641413231517,1.0556742851368193,1.0669441666666668,1.0782140481965143,0.0036456583283159816,0.0017604848116191886,74.74,80.05,91.68759717737116,92.9646964149509
2023-01-10 08:00:00,1.07427,1.07518,1.0722,1.07459,18279,2,0,1.0635001999999998,1.05573855,1.063793708886963,1.0526504628884406,1.0709915769927427,1.066408705219493,1.063274,1.0807434572332124,1.0458045427667877,1.060005060123509,1.0689333333333335,1.077861606543158,0.0038652241432037826,0.0021814326779361075,75.26,80.96,93.17067336443002,92.4809632021689
2023-01-10 12:00:00,1.07458,1.07461,1.07121,1.07216,15778,2,0,1.0636942,1.05593575,1.064121798734533,1.0528445876358195,1.0712252615941942,1.0669315501995391,1.0638295,1.081683087287239,1.045975912712761,1.0644067684394525,1.0704258333333334,1.0764448982272143,0.0037993543498171523,0.0025050170123123165,64.22,57.09,91.42447075708638,92.09424709962927
2023-01-10 16:00:00,1.07217,1.07593,1.07216,1.07334,30128,2,0,1.0638486,1.05613985,1.0644832968233748,1.0530485220872043,1.0716482092753554,1.0675141365450356,1.0643805,1.082688159026295,1.046072840973705,1.0659273558623488,1.0712241666666666,1.0765209774709845,0.003798580530499418,0.002763729715949737,66.88,63.6,90.32412390862324,91.63975601004661
2023-01-10 20:00:00,1.0733,1.07441,1.07277,1.07338,8537,2,0,1.0640064,1.0563408,1.0648321871440267,1.0532508253500183,1.0719945674202844,1.0680473968591233,1.0652885,1.0834898123434304,1.0470871876565697,1.0676706321104739,1.0719825,1.0762943678895263,0.003757876477979538,0.002962559068355697,66.97,63.83,88.64242029515526,90.13033832028839
2023-01-11 00:00:00,1.07319,1.07453,1.07256,1.07309,8127,2,0,1.0641044000000002,1.05652445,1.0651560229423003,1.0534482300729038,1.0722136539362277,1.0685058153264757,1.0662930000000002,1.0838777355403244,1.048708264459676,1.0689316243600238,1.0725183333333332,1.0761050423066427,0.0036600271322393407,0.003102052681132426,65.46,60.34,85.74968220089568,88.23874213489148
2023-01-11 04:00:00,1.07307,1.07569,1.07265,1.07476,7334,2,0,1.0642776,1.0567013,1.0655326494935826,1.0536602874851138,1.072722923148982,1.0690743775695233,1.0674294999999998,1.0840940665717167,1.050764933428283,1.070157093399614,1.0731058333333332,1.0760545732670523,0.0036748742017334024,0.0032166169852526215,69.86,71.55,85.53621491229366,86.64277246944829
2023-01-11 08:00:00,1.07477,1.07574,1.07254,1.07414,15072,2,0,1.0644394,1.0568604,1.065870192650697,1.0538640657190927,1.0730063385191857,1.0695348886995666,1.0685115,1.0839210117061906,1.0531019882938095,1.0724075786511158,1.0736833333333335,1.0749590880155513,0.003595168923397063,0.00329232737288151,66.33,63.25,82.61425239909177,84.63338317076045
2023-01-11 12:00:00,1.07415,1.07552,1.0728,1.07497,14994,2,0,1.0646524000000002,1.05701835,1.0662270478408657,1.0540740750154203,1.0733990708153485,1.0700289897268787,1.069688,1.0831776873211822,1.0561983126788177,1.0726321544564246,1.0738891666666666,1.0751461788769086,0.0035579620081946928,0.0033454542999441467,68.71,69.23,86.55984095427425,84.9034360885533
2023-01-11 16:00:00,1.0749900000000001,1.07764,1.07363,1.07468,20412,2,0,1.0648368000000001,1.0571822,1.0665585361608318,1.0542791090948689,1.0736552566522788,1.070451808842617,1.070886,1.0813386482779872,1.0604333517220128,1.072653323272098,1.0738616666666667,1.0750700100612354,0.0034651308124298286,0.0033693896024412835,66.85,64.64,81.44679747601391,83.54029694312673
2023-01-11 20:00:00,1.07468,1.0768,1.07351,1.07563,10166,2,0,1.0650122,1.0573489,1.0669142798407991,1.0544915557705419,1.0740502053218233,1.070922553493288,1.071955,1.0792923442077733,1.0646176557922267,1.0726674362815087,1.0740516666666666,1.0754358970518245,0.0034286946241535166,0.00338125060678373,69.85,72.19,77.46912032901997,81.82525291976947
2023-01-12 00:00:00,1.07503,1.07745,1.07497,1.07667,10944,2,0,1.0651248,1.0575278,1.0672968571019443,1.054712236807651,1.0745741642574587,1.0714450486302618,1.0726005,1.0791719974719136,1.0660290025280865,1.0725676612484436,1.0743058333333335,1.0760440054182234,0.003444037272949396,0.0033938079400168634,72.88,78.47,76.05227149975659,78.32272976826357
2023-01-12 04:00:00,1.07666,1.07753,1.07614,1.07627,7442,2,0,1.0652504,1.0577031,1.0676487450587309,1.0549267419140425,1.074913331405967,1.0718836805729652,1.0732000000000002,1.0787311734761613,1.067668826523839,1.0725547172932703,1.0744733333333334,1.0763919493733964,0.0033849007468156334,0.0033920265013766175,69.85,70.78,77.52985619108149,77.01708267328611
